First Name,Last Name,ID,Height,Eye Color,Hair Color,Gender,Skin Color,Social,Processing,Decision,Tactics
Evelyn,Reed,0001508,0.15,0.13,0.24,0.58,0.04,0.57,0.33,0.12,0.7
Easton,Combs,0001509,0.97,0.84,0.98,0.55,0.57,0.31,0.55,0.16,0.03
Irene,Andrade,0001510,0.04,0.81,0.49,0.41,0.01,0.09,0.73,0.36,0.55
Abdiel,Lin,0001511,0.87,0.62,0.56,0.48,0.8,0.51,0.18,0.39,0.63
Makenna,Matthews,0001512,0.84,0.47,0.96,0.81,0.31,0.77,0.27,0.58,0.78
Preston,Page,0001513,0.5,0.9,0.97,0.09,0.42,0.76,0.75,0.28,0.95
Cataleya,Keller,0001514,0.25,0.08,0.13,0.13,0.45,0.93,0.03,0.69,0.73
Nico,Conner,0001515,0.64,0.81,0.94,0.8,0.27,0.87,0.04,0.7,0.71
Alondra,Fisher,0001516,0.63,0.47,0.31,0.72,0.51,0.5,0.15,0.24,0.32
Gael,Newton,0001517,0.85,0.9,0.4,0.03,0.23,0.44,0.7,0.12,0.59
Braelynn,Rich,0001518,0.98,0.61,0.3,0.26,0.02,0.89,0.68,0.44,0.55
Miller,O?Connell,0001519,0.34,0.71,0.53,0.27,0.5,0.76,0.13,0.76,0.7
Jillian,Gilmore,0001520,0.94,0.42,0.91,0.08,0.92,0.9,0.08,0.04,0.76
Vihaan,Hayes,0001521,0.08,0.73,0.37,0.27,0.95,0.16,0.08,0.78,0.3
Iris,Flynn,0001522,0.82,0.61,0.47,0.06,0.14,0.52,0.61,0.09,0.26
Kannon,Terry,0001523,0.87,0.8,0.03,0.53,0.36,0.84,0.34,0.29,0.78
Wren,Sharp,0001524,0.05,0.81,0.67,0.14,0.1,0.55,0.68,0.74,0.39
Royce,Rollins,0001525,0.96,0.98,0.42,0.86,0.96,0.64,0.89,0.4,0.03
Araceli,Truong,0001526,0.07,0.09,0.89,0.35,0.72,0.19,0.93,0.32,0.24
Ayan,Fry,0001527,0.34,0.92,0.92,0.46,0.63,0.46,0.77,0.23,0.67
Clarissa,Moon,0001528,0.02,0.12,0.72,0.56,0.7,0.89,0.37,0.22,0.2
Nova,Knight,0001529,0.51,0.39,0.5,0.53,0.16,0.18,0.93,0.5,0.42
Gracie,Fletcher,0001530,0.42,0.18,0.61,0.39,0.6,0.9,0.66,0.66,0.56
Jay,Gordon,0001531,0.49,0.02,0.51,0.78,0.7,0.12,0.42,0.64,0.95
Taylor,Hickman,0001532,0.87,0.83,0.59,0.84,0.88,0.41,0.58,0.67,0.52
Jakobe,Mejia,0001533,0.39,0.68,0.93,0.95,0.24,0.07,0.3,0.98,0.8
Saylor,Hernandez,0001534,0.59,0.63,0.7,0.51,0.43,0.76,0.48,0.35,0.74
Mason,Krueger,0001535,0.43,0.89,0.73,0.61,0.59,0.04,0.71,0.3,0.06
Kamari,Horton,0001536,0.23,0.74,0.49,0.38,0.6,0.48,0.41,0.44,0.22
Garrett,Buchanan,0001537,0.5,0.42,0.06,0.26,0.91,0.13,0.08,0.05,0.09
Maryam,Nguyen,0001538,0.16,0.53,0.48,0.48,0.18,0.32,0.76,0.75,0.01
Gabriel,Hayden,0001539,0.89,1,0.05,0.67,0.76,0.02,0.64,0.02,0.31
Avayah,Ponce,0001540,0.56,0.62,0.98,0.34,0.06,0.61,0.36,0.97,0.01
Langston,Shields,0001541,0.13,0.21,0.21,0.95,0.21,0.63,0.11,0.12,0.73
Analia,Moyer,0001542,0.42,0.04,0.34,0.93,0.41,0.09,0.02,0.93,0.12
Ahmir,Novak,0001543,0.35,0.56,0.86,0.09,0.74,0.51,0.58,0.44,0.44
Kaiya,Leonard,0001544,0.88,0.34,0,0.38,0.42,0.02,0.67,0.23,0.39
Ricardo,George,0001545,0.46,0.47,0.47,0.69,0.11,0.93,0.64,0.18,0.09
Adelyn,Keith,0001546,0.36,0.03,0.65,0.23,0.35,0.7,0.77,0.07,0.18
Jagger,Huang,0001547,0.38,0.28,0.16,0.17,0.01,0.92,0.1,0.06,0.14
Francesca,Owens,0001548,0.98,0.58,0.42,0.06,0.75,0.92,0.75,0.77,0.95
Adriel,Kim,0001549,0.62,0.54,0.74,0.7,0.26,0.38,0.58,0.93,0.17
Gabriella,Schroeder,0001550,0.35,0.26,0.15,0.72,0.08,0.28,0.47,0.69,0.91
Izaiah,Leal,0001551,0.11,0.87,0.35,0.32,0.91,0.3,0.77,0.58,0.3
Murphy,Porter,0001552,0.84,0.65,0.72,0.91,0.49,0.11,0.08,0.06,0.92
Rhett,Russell,0001553,0.48,0.23,0.73,0.35,0.25,0.57,0.95,0.14,0.95
Raelynn,English,0001554,0.39,0.96,0.33,0.45,0.15,0.73,0.07,0.45,0.72
Junior,Weber,0001555,0.36,0.41,0.22,0.88,0.67,0.17,0.06,0.14,0.65
Alayah,Sellers,0001556,0.98,0.71,0.68,0.9,0.65,0.97,0.05,0.44,0.03
Madden,Stein,0001557,0.28,0.15,0.18,0.65,0.76,0.64,0.38,0.15,0.73
Leilany,Booth,0001558,0.21,0.37,0.57,0.2,0.22,0.51,0.54,0.59,0.71
Chaim,Rhodes,0001559,0.05,0.32,0.96,0.27,0.79,0.69,0.85,0.9,0.05
Tatum,Simmons,0001560,0.47,0.06,0.01,0.17,0.45,0.24,0.63,0.24,0.73
Harrison,Whitehead,0001561,0.78,0.64,0.91,0.15,0.34,0.13,0.4,0.91,0.47
Sylvie,Jaramillo,0001562,0.69,0.12,0,0.54,0.41,0.72,0.33,0.69,0.42
Riggs,Pierce,0001563,0.22,0.64,0.25,0.07,0.98,0.08,0.94,0.74,0.16
Arabella,Burnett,0001564,0.95,0.54,0.39,0.54,0.95,0.68,0.35,0.25,0.87
Davis,Lim,0001565,0.16,0.09,0.87,0.4,0.35,0.43,0,0.12,0.42
Giavanna,Sierra,0001566,0.66,0.03,0.64,0.7,0.65,0.63,0.55,0.76,0.32
Dayton,Finley,0001567,0.95,0.59,0.02,0.95,0.89,0.43,0.8,0.65,0.63
Jovie,Duncan,0001568,0.57,0.55,0.62,0.84,0.08,0.54,0.59,0.56,0.84
Avery,Bradford,0001569,0.63,0.93,0.19,0.19,0.8,0.01,0.98,0.55,0.18
Rhea,Doyle,0001570,0.28,0.97,0.17,0.35,0.58,0.71,0.07,0.63,0.05
Kashton,Richard,0001571,0.25,0.33,0.5,0.48,0.63,0.81,0.31,0.18,0.16
Davina,Dudley,0001572,0.91,0.31,0.87,0.16,0.39,0.37,0.46,0.07,0.2
Colter,Buckley,0001573,0.8,0.1,0.42,0.9,0.73,0.66,0.93,0.58,0.69
Theodora,Ali,0001574,0.36,0.52,0.19,0.1,0.72,0.83,0.36,0.64,0.77
Arjun,Little,0001575,0.24,0.76,0.87,0.37,0.78,0.6,0.16,0.41,0.59
Harley,Colon,0001576,0.82,0.75,0.82,0.24,0.59,0.2,0.7,0.68,0.84
Bruce,Molina,0001577,0.45,0.43,0.97,0.66,0.71,0.85,0.52,0.51,0.91
Alexandria,Preston,0001578,0.72,0.57,0.61,0.22,0.86,0.9,1,0.6,0.43
Vincenzo,Fernandez,0001579,0.31,0.33,0.7,0.76,0.12,0.53,0.78,0.75,0.77
Amara,Bailey,0001580,0.79,0.54,0.57,0.41,0.16,0.91,0.59,0.49,0.23
Axel,Bryan,0001581,0.45,0.74,0.64,0.9,0.57,0.53,0.87,0.53,0.23
Meredith,Correa,0001582,0.8,0,0.48,0.45,0.86,0.65,0.67,0.79,0.11
Zakai,McGee,0001583,0.47,0.55,0.4,0.35,0.31,0.75,0.08,0.41,0.78
Kayleigh,Cannon,0001584,0.47,0.8,0.63,0.12,0.65,0.9,0.76,0.25,0.67
Archie,Boyd,0001585,0.61,0.11,0.91,0.33,0.06,0.69,0.21,0.71,0.22
Georgia,Suarez,0001586,0.97,0.21,0.59,0.06,0.63,0.68,0.35,0.8,0.75
Soren,Blanchard,0001587,0.76,0.5,0.47,0.06,0.28,0.74,0.47,0.33,0.03
Layne,Maldonado,0001588,0.29,0.71,0.08,0.76,0.34,0.48,0.06,0.48,0.22
Javier,Dennis,0001589,0.82,0.71,0.16,0.23,0.22,0.01,0.11,0.76,0.84
Maisie,Espinosa,0001590,0.2,0.05,0.05,0.61,0.51,0.82,0.33,0.32,0.53
Khalid,Maldonado,0001591,0.92,0.56,0.94,0.88,0.01,0.09,0.32,0.84,0.29
Elaina,Hood,0001592,0.89,0.08,0.75,0.15,0.01,0.54,0.78,0.96,0.55
Brixton,Ayala,0001593,0.67,0.36,0.79,0.78,0.15,0.22,0.66,0.02,0.02
Blair,Mathews,0001594,0.33,0.75,0.05,0.5,0.78,0.39,0.12,0.84,0.65
Jamir,Sanders,0001595,0.61,0.5,0.04,0.77,0.25,0.23,0.39,0.88,0.97
Everleigh,Enriquez,0001596,0.05,0.93,0.35,0.48,0.94,0.22,0.84,0.81,0.15
Elisha,Glenn,0001597,0.75,0.94,0.75,0.01,0.24,0.24,0.04,0.26,0.53
Blaire,Hodge,0001598,0.65,0.37,0.36,0.39,0.43,0.95,0.28,0.54,0.6
Reign,Newton,0001599,0.56,0.42,0.9,0.7,0.26,0.78,0.43,0.37,0.09
Braelynn,Castro,0001600,0.09,0.07,0.81,0.31,0.51,0.59,0.24,0.92,0.02
Jasper,Corona,0001601,0.05,0.76,0.08,0.63,0.76,0.62,0.76,0.34,0.6
Marianna,Powers,0001602,0.34,0.93,0.75,0.38,0.45,0.64,0.04,0.2,0.88
Sean,Graves,0001603,0.51,0.45,0.25,0.64,0.88,0.11,0.86,0.43,0.93
Elle,Bridges,0001604,0.84,0.82,0.9,0.94,0.26,0.15,0.99,0.79,0.29
Mohammed,Byrd,0001605,0.12,0.94,0.46,0.11,0.26,0.85,0.46,0.55,0.5
Giselle,Walls,0001606,0.87,0.42,0.82,0.98,0.48,0.51,0.48,0.75,0.74
Larry,Cantrell,0001607,0.06,0.94,0.41,0.61,0.66,0.99,0.63,0.63,0.6
Yamileth,Crosby,0001608,0.15,0.73,0.49,0.54,0.99,0.77,0.37,0.56,0.66
Tristen,Arroyo,0001609,0.31,0.39,0.02,0.14,0.61,1,0.28,0.34,0.65
Kyra,Spears,0001610,0.36,0.98,0.86,0.95,0.02,0.65,0.52,0.91,0.47
Ameer,Herrera,0001611,0.36,0.2,0.68,0.31,0.75,0.28,0.38,0.26,0.88
Ximena,Doyle,0001612,0.96,0.53,0.95,0.64,0.43,0.94,0.56,0.31,0.73
Kashton,Tyler,0001613,0.53,0.32,0.49,0.6,0.54,0.83,0.44,0.75,0.53
Helena,Ellison,0001614,0.87,0.75,0.23,0.09,0.14,0.01,0.9,0.31,0.13
Kye,Mullins,0001615,0.46,0.07,0.74,0.9,0.25,0.27,0.6,0.78,0.95
Maliyah,Roth,0001616,0.23,0.5,0.3,0.63,0.1,0.92,0.1,0.61,0.89
Roy,Spears,0001617,0.42,0.29,0.44,0.69,0.24,0.2,0.19,0.99,0.26
Isabela,Hoffman,0001618,0.64,0.88,0.32,0.82,0.06,0.01,0.64,0.24,0.57
Steven,Valdez,0001619,0.26,0.93,0.67,0.04,0.43,0.37,0.57,0.74,0.3
Diana,Contreras,0001620,0.57,0.67,0.77,0.73,0.9,0.57,0.01,0.03,0.85
Emilio,Smith,0001621,0.44,0.51,0.18,0.98,0.67,0.61,0.55,0.78,0.62
Olivia,Patel,0001622,0.68,0.03,0.8,0.21,0.7,0.37,0.63,0.53,0.35
Parker,Roach,0001623,0.53,0.47,0.56,0.85,0.17,0.96,0.38,0.99,0.03
Lyanna,Jimenez,0001624,0.23,0.73,0.53,0.14,0.45,0.69,0.67,0.48,0.4
Silas,Burns,0001625,0.26,0.56,0.43,0.77,0.55,0.91,0.17,0.14,0.29
Emerson,Blanchard,0001626,0.5,0.53,0.21,0.99,0.27,0.46,0.8,0.1,0.66
Adler,Dejesus,0001627,0.12,0.39,0.19,0.84,0.65,0.44,0.11,0.48,0.46
Julissa,Meadows,0001628,0.32,0.72,0.33,0.98,0.38,0.08,0.56,0.47,1
Wayne,Crane,0001629,0.46,0.84,0.8,0.41,0.35,0.66,0.57,0.83,0.24
Della,Potter,0001630,0.04,0.33,0.24,0.47,0.51,0.46,0.16,0.49,0.86
Lucca,Conner,0001631,1,0.19,0.49,0.5,0.35,0.34,0.33,0.33,0.16
Alondra,Espinoza,0001632,0.97,0.69,0.71,0.57,0.41,0.07,0.49,0.57,0.28
Dallas,Velasquez,0001633,0.47,0.82,0.3,0.22,0.07,0.01,0.55,0.02,0.24
Esme,Ho,0001634,0.1,0.11,0.21,0.22,0.13,0.04,0.63,0.24,0.2
Morgan,Schultz,0001635,0.03,0.62,0.99,0.06,0.37,0.06,0.52,0.51,0.08
Briella,Townsend,0001636,0.78,0.97,0.29,0.99,0.97,0.78,0.49,0.68,0.89
Alexis,Duke,0001637,0.48,0.94,0.89,0.81,0.94,0.96,0.02,0.3,0.38
Melani,Hubbard,0001638,0.56,0.41,0.01,0.39,0.78,0.2,0.17,0.76,0.09
Forrest,Travis,0001639,0.6,0.83,0.34,0.59,0.7,0.38,0.94,0.16,0.42
Mazikee,Booker,0001640,0.99,0.74,0.32,0.94,0.09,0.87,0.27,0.09,0.87
Dominik,Wilkinson,0001641,0.88,0.87,0.45,0.85,0.88,0.21,0.24,0.57,0.37
Siena,Newman,0001642,0.33,0.3,0.44,0.32,0.38,0.47,0.43,0.82,0.39
Anderson,McMahon,0001643,0.43,0.28,0.8,0.54,0.93,0.03,0.23,0.85,0.76
Belen,Velazquez,0001644,0.34,0.95,0.77,0.86,0.57,0.23,0.5,0.44,0.5
Drew,Wall,0001645,0.24,0.92,0.01,0.01,0.02,0.18,0.36,0.23,0.53
Jayda,Cook,0001646,0.66,0.77,0.97,0.48,0.05,0.63,0.09,0.2,0.92
Ezekiel,Hail,0001647,0.7,1,0.9,0.4,0.76,0.75,0.97,0.41,0.36
Lainey,Boyle,0001648,0.57,0.69,0.32,0.06,0.32,0.26,0.24,0.18,0.9
Robin,Parks,0001649,0.41,0.25,0.02,0.93,0.76,0.39,0.11,0.58,0.79
Ainsley,Brennan,0001650,0.45,0.05,0.92,0.39,0.25,0.65,0.08,0.34,0.57
Curtis,Patterson,0001651,0.08,0.41,0.44,0.76,0.62,0.26,0.75,0.57,0.78
Kaylee,Wilcox,0001652,0.94,0.07,0.02,0.38,0.37,0.81,0.98,0.95,0.51
Jerry,Dean,0001653,0.51,0.65,0.67,0.57,0.97,0.85,0.71,0.87,0.3
Julianna,Williams,0001654,0.29,0.9,0.29,0.72,0.16,0.69,0.13,0.75,0.77
Oliver,Schmidt,0001655,0.39,0.72,0.4,0.99,0.43,0.58,0.34,0.29,0.85
Kimberly,Palmer,0001656,0.01,0.05,0.87,0.77,0.42,0.65,0.67,0.84,0.57
Theo,Holland,0001657,0.51,0.16,0.75,0.08,0.4,0.22,0.26,0.96,0.31
Mariah,Yoder,0001658,0.95,0.36,0.2,0.93,0.74,0.68,0.57,0.7,0.62
Johan,Castaneda,0001659,0.95,0.1,0,0.79,0.55,0.45,0.66,0.75,0.24
Keira,Levy,0001660,0.13,0.75,0.63,0.12,0.98,0.59,0.64,0.51,0.1
Harold,Snow,0001661,0.81,0.89,0.68,0.33,0.05,0.94,0.22,0.01,0.28
Alexia,Gallegos,0001662,0.21,0.9,0.22,0.44,0.28,0.43,0.32,0.93,0.85
Jonas,Good,0001663,0.84,0.38,0.78,0.82,0.72,0.53,0.93,0.71,0.98
Nathalia,Snow,0001664,0.27,0.33,0.58,0.07,0.58,0.9,0.2,0.74,0.55
Houston,Burton,0001665,0.71,0.31,0.33,0.7,0.35,0.45,0.31,0.93,0.11
Miriam,Ho,0001666,0.47,0.64,0.05,0.13,0.8,0.34,0.96,0.18,0.65
Morgan,Orozco,0001667,0.77,0.06,0.86,0.22,0.96,0.93,0.23,0.94,0.77
Renata,Glenn,0001668,0.54,0.51,0.71,0.84,1,0.43,0.68,0.44,0.49
Zaid,Benjamin,0001669,0.63,0.95,0.95,0.99,0.48,0.8,0.96,0.59,0.19
Jianna,Morrison,0001670,0.96,0.6,0.55,0.09,0.41,0.38,0.21,0.07,0.44
Maximus,Crosby,0001671,0.77,0.23,0.14,0.13,0.22,0.72,0.63,0.26,0.93
Keily,Russell,0001672,0.13,0.61,0.8,0.9,0.89,0.04,0.49,0.71,0.1
Weston,Mack,0001673,0.14,0.28,0.66,0.92,0.46,0.69,0.85,0.16,0.12
Nadia,O?Donnell,0001674,0.91,0.7,0.98,0.87,0.36,0.83,0.96,0.53,0.36
Lian,Morales,0001675,0.82,0.84,0.46,0.08,0.75,0.96,0.69,0.8,0.05
Skylar,Lewis,0001676,0.71,0.56,0.31,0.45,0.47,0.26,0.91,0.18,0.87
Wyatt,Kramer,0001677,0.34,0.5,0.48,0.82,0.85,0.13,0.28,0.19,0.73
Hanna,Barr,0001678,0.73,0.44,0.05,0.82,0.06,0.85,0.01,0.65,0.73
Harley,Potts,0001679,0.14,0.7,0.1,0.56,0.3,0.5,0.94,0.05,0.56
Ellison,Bradford,0001680,0.84,0.12,0.61,0.05,0.68,0.88,0.03,0.02,0.25
Ander,Mann,0001681,0.2,0.92,0.5,0.12,0.5,0.27,0.65,0.69,0.33
Paislee,Curtis,0001682,0.33,0.68,0.81,0.82,0.31,0.92,0.87,0.36,0.7
Muhammad,Lamb,0001683,0.75,0.03,0.3,0.49,0.22,0.07,0.53,0.81,0.28
Amaia,Wilson,0001684,0.24,0.49,0.48,0.74,0.45,0.04,0.32,0.77,0.32
Daniel,Meza,0001685,0.1,0.37,1,0.66,0.1,0.2,0.18,0.2,0.71
Rosa,Orr,0001686,0.09,0.01,0.25,0.23,0.43,0.17,0.21,0.34,0.79
Benicio,Townsend,0001687,0.6,0.96,0.91,0.81,0.51,0.16,0.52,0.11,0.48
Azalea,McClure,0001688,0.2,0.37,0.85,0.22,0.35,0.19,0.92,0.59,0.66
Reese,Bernard,0001689,0.14,0.12,0.94,0.7,0.13,0.77,0.76,0.46,0.11
Barbara,Bender,0001690,0.47,0.01,0.97,0.74,0.27,0.1,0.79,0.18,0.73
Zavier,Velasquez,0001691,0.11,0.13,0.63,0.15,0.59,0.19,0.11,0.05,0.8
Esme,Chapman,0001692,0.77,0.75,0.07,0.66,0.52,0.61,0.99,0.51,0.21
Knox,Reynolds,0001693,0.5,0.33,0.99,0.78,0.63,0.63,0.11,0.95,0.35
Isabelle,Kelley,0001694,0.7,0.89,0.46,0.82,0.49,0.11,0.61,0.75,0.25
Eric,Maxwell,0001695,0.51,0.85,0.82,0.6,0.69,0.8,0.74,0.56,0.65
Kyla,Whitaker,0001696,0.42,0.25,0.96,0.18,0.87,0.21,0.74,0.08,0.83
Keith,Fox,0001697,0.25,0.38,0.3,0.45,0.94,0.28,0.86,0.77,0.64
Juliette,Paul,0001698,0.46,0.34,0.98,0.31,0.87,0.73,0.77,0.14,0.98
Noel,Evans,0001699,0.29,0.94,0.12,0.51,0.62,0.51,0.32,0.06,0.15
Eliana,Wolf,0001700,0.19,0.53,0.45,0.19,0.02,0.29,0.46,0.11,0.95
Jase,Duffy,0001701,0.56,0.22,0.75,0.19,0.81,0.15,0.04,0.02,0.61
Addisyn,Fry,0001702,0.25,0.54,0.82,0.71,0.3,0.7,0.33,0.35,0.08
Jacoby,Meza,0001703,0.22,0.4,0.3,0.81,0.09,0.09,0.46,0.4,0.21
Rosa,Olson,0001704,0.76,0.88,0.05,0.87,0.34,0.64,0.15,0.14,0.93
Malachi,Jarvis,0001705,0.78,0.83,0.31,0.1,0.5,0.23,0.14,0.64,0.93
Elisabeth,Walter,0001706,0.17,0.6,0.83,0.77,0.43,0.28,0.35,0.62,0.05
Lochlan,McFarland,0001707,0.15,0.78,0.26,0.12,0.52,0.23,0.65,0.84,0.47
Annika,McGee,0001708,0.11,0.83,0.33,0.64,0.41,0.48,0.62,0.98,0.57
Conner,Tran,0001709,0.63,0.28,0.07,0.35,0.05,0.83,0.74,0,0.06
Kylie,Boyd,0001710,0.15,0.3,0.02,0.1,0.03,0.63,0.33,0.48,0.92
Dean,Moon,0001711,0.67,0.7,0.46,0.99,0.72,0.96,0.66,0.7,0.54
Naya,Clements,0001712,0.86,0.91,0.38,0.07,0.23,0.21,0.67,0.8,0.67
Fisher,Russo,0001713,0.06,0.08,0.05,0.32,0.55,0.18,0.7,0.28,0.11
Tinsley,Dennis,0001714,0.24,0.18,0.44,0.09,0.95,0.43,0.39,0.17,0.36
Emanuel,Espinosa,0001715,0.46,0.76,0.88,0.53,0.44,0.7,0.68,0.02,0.14
Braylee,Beard,0001716,0.81,0.44,0.9,0.17,0.5,0.07,0.96,0.21,0.52
Nathanael,Wilson,0001717,0.18,0.57,0.61,0.48,0.55,0.37,0.54,0.28,0.71
Luna,Wyatt,0001718,0.34,0.13,0.05,0.26,0.86,0.32,0.97,0.15,0.12
Sam,Ortega,0001719,0.22,0.1,0.8,0.23,0.35,0.2,0.76,0.07,0.78
Lilah,Hoover,0001720,0.48,0.69,0.38,0.86,0.92,0.93,0.01,0.73,0.4
Jaziel,Gray,0001721,0.05,0.68,0.15,0.02,0.5,0.87,0.1,0.17,0.82
Sarah,Barnett,0001722,0.67,0.27,0.54,0.73,0.16,0.4,0.7,0.99,0.61
Stephen,Cantu,0001723,0.3,0.88,0.82,0.4,0.82,0.08,0.45,0.58,0.25
Galilea,Walton,0001724,0.93,0.25,0.35,0.23,0.86,0.2,0.89,0.28,0.61
Dominick,Kemp,0001725,0.96,0.32,0.69,0.54,0.45,0.91,0.96,0.47,0.89
Anika,Figueroa,0001726,0.18,0.96,0.54,0.17,0.77,0.63,0.04,0.75,0.13
Spencer,Walker,0001727,0.05,0.64,0.39,0.31,0.27,0.4,0.66,0.69,0.99
Hazel,Hardin,0001728,0.65,0.04,0.39,0.67,0.9,0.63,0.62,0.66,0.35
Hassan,Deleon,0001729,0.85,0.14,0.03,0.95,0.26,0.07,0.41,0.03,0.28
Gabrielle,Weeks,0001730,0.41,0.46,0.83,0.45,0.48,0.13,0.25,0.31,0.67
Anders,Smith,0001731,0.76,0.01,0.82,0.11,0.83,0.05,0.94,0.02,0.74
Olivia,Cummings,0001732,0.47,0.32,0.05,0.54,0.39,0.51,0.55,0.65,0.2
Raiden,Walker,0001733,0.01,0.04,0.08,0.37,0.7,0.79,0.61,0.43,0.93
Hazel,Todd,0001734,0.81,0.9,0.11,0.67,0.39,0.18,0.23,0.89,0.19
Baylor,Summers,0001735,0.18,0.99,0.04,0.32,0.18,0.22,0.25,0.6,0.58
Frankie,Watkins,0001736,0.3,0.1,0.56,0.21,0.94,0.14,0.73,0.87,0.2
Nash,Fields,0001737,0.2,0.9,0.64,0.85,0.31,0.92,0.26,0.98,0.59
Annie,Lang,0001738,0.16,0.65,0.15,0.15,0.28,0.68,0.21,0.5,0.97
Wells,Bell,0001739,0.23,0.29,0.63,0.73,0.74,0.23,0.84,0.47,0.73
Melody,Wise,0001740,0.42,0.03,0.49,0.67,0.67,0.92,0.71,0.23,0.74
Frederick,Dudley,0001741,0.59,0.09,0.41,0.27,0.31,0.19,0.39,0.48,0.52
Hadleigh,Camacho,0001742,0.33,0.69,0.3,0.63,0.05,0.47,0.64,0.22,0.97
Tatum,Davidson,0001743,0.47,0.26,0.34,0.47,0.08,0.89,0.26,0.9,0.74
Jayla,Griffith,0001744,0.6,0.23,0.79,0.08,0.13,0.49,0.95,0.32,0.26
Franklin,Brennan,0001745,0.31,0.39,0.72,0,0.32,0.39,0.74,0.19,0.79
Elodie,Galvan,0001746,0.21,0.31,0.18,0.96,0.84,0.7,0.38,0.21,0.08
Kingsley,Gibbs,0001747,0.34,0.6,0.93,0.36,0.59,0.23,0.28,0.68,0.92
Carter,Erickson,0001748,0.09,0.25,0.39,0.16,0.12,0.88,0.69,0.36,0.52
Johnny,Hodge,0001749,0.1,0.21,0.95,0.29,0.83,0.75,0.7,0.76,0.27
Coraline,Branch,0001750,0.34,0.42,0.05,0.24,0.81,0.23,0.47,0.17,0.84
Keenan,Chen,0001751,0.22,0.04,0.86,0.45,0.22,0.54,0.69,0,0.5
Valeria,Dennis,0001752,0.6,0.25,0.45,0.52,0.93,0.83,0.67,0.11,0.74
Emanuel,Murphy,0001753,0.45,0.01,0.57,0.03,0.52,0.13,0.69,0.42,0.12
Bella,Keller,0001754,0.16,0.64,0.25,0.43,0.96,0.49,1,0.13,0.63
Nico,Owen,0001755,0.68,0.55,0.7,0.46,0.91,0.78,0.77,0.31,0.43
Mikayla,Nava,0001756,0.8,0.55,0.9,0.27,0.16,0.42,0.75,0.53,0.29
Stefan,Campos,0001757,0.77,0.69,0.86,0.66,0,0.43,0.86,0.17,0.61
Sutton,Bridges,0001758,0.14,0.31,0.7,0.04,0.14,0.99,0.45,0.01,0.81
Mohammed,Tate,0001759,0.22,0.29,0.14,0.76,0.24,0.17,0.65,0.22,0.1
Skye,Diaz,0001760,0.12,0.75,0.6,0.74,0.7,0.24,0.04,0.54,0.36
Nathan,Howell,0001761,0.43,0.62,0.9,0.74,0.02,0.23,0.76,0.81,0.66
Mckenna,Parks,0001762,0.46,0.07,0.33,0.79,0.85,0.62,0.66,0.94,0.79
Gianni,Franco,0001763,0.6,0.4,0.34,0.08,0.59,0.05,0.59,0.27,0.8
Charleigh,Zamora,0001764,0.37,0.93,0.99,0.4,0.46,0.06,0.29,0.88,0.15
Quentin,Harrison,0001765,0.41,0.45,0.64,0.24,0.89,0.12,0.51,0.64,0.19
Jasmine,Howard,0001766,0.28,0.21,0.05,0.1,0.05,0.39,0.66,0.55,0.43
Sylvie,Zimmerman,0001767,0.47,0.71,0.12,0.05,0.86,0.37,0.22,0.44,0.09
Sergio,May,0001768,0.11,0.46,0.07,0.71,0.04,0.09,0.17,0.63,0.95
Adriana,May,0001769,0.67,0.81,0.5,0.74,0.42,0.32,0.99,0.11,0.09
Finley,Spence,0001770,0.16,0.45,0.4,0.45,0.73,0.6,0.09,0.99,0.74
Aislinn,Campbell,0001771,0.7,0.73,0.81,0.09,0.04,0.94,0.84,0.71,0.33
Christopher,Hines,0001772,0.35,0.86,0.17,0.53,0.36,0.52,0.11,0.07,0.99
Poppy,Salas,0001773,0.83,0.67,0.63,0.78,0.48,0.51,0.79,0.6,0.64
Zaiden,Soto,0001774,0.53,0.24,0.56,0.28,0.39,0.34,0.26,0.69,0.87
Brynlee,Barber,0001775,0.42,0.89,0.07,0.45,0.62,0.63,0.95,0.13,0.04
Solomon,Vega,0001776,0.6,0.99,0.18,0.68,0.5,0.54,0.91,0.84,0.44
Dakota,Brown,0001777,0.13,0.67,0.16,0.73,0.74,0.15,0.15,0.08,0.98
Elijah,Gilmore,0001778,0.96,0.35,0.12,0.37,0.66,0.65,0.31,0.99,0.93
Chanel,Wheeler,0001779,0.87,0.28,0.14,0.36,0.64,0.66,0.3,0.23,0.83
Kenneth,McCarthy,0001780,0.47,0.2,0.26,0.98,0.38,0.07,0.42,0.38,0.74
Kira,Gibbs,0001781,0.36,0.43,0.11,0.89,0.57,0.85,0.21,0.9,0.8
Deacon,Vargas,0001782,0.79,0.61,0.54,0.42,0.78,0.32,0.75,0.85,0.43
Andrea,Petersen,0001783,0.25,0.18,0.2,0.73,0.76,0.36,0.32,0.7,0.07
Samson,Myers,0001784,0.19,0.38,0.51,0.53,0.33,0.78,0.61,0.42,0.16
Lydia,Rasmussen,0001785,0.52,0.99,0.48,0.19,0.61,0,0.13,0.66,0.68
Will,Goodwin,0001786,1,0.08,0.01,0.95,0.79,0.84,0.43,0.35,0.74
Shiloh,Barnett,0001787,0.02,0.45,0.53,0.08,0.09,0.04,0.19,0.2,0.21
Stephen,Esquivel,0001788,0.01,0.44,0.83,0.86,0.66,0.37,0.78,0.33,0.1
